Date,SHA,Test,Data1,Data2,Data3,Data4,Data5
2023-06-23T13:00+00:00,28d241d39bd8df1365727919d092cd43096fadbf,loginPerformance,76.982608, 77.139476, 77.219852, 77.180266, 77.078860
2023-06-23T13:29+00:00,28d241d39bd8df1365727919d092cd43096fadbf,launchPerformance,0.860156, 0.866152, 0.855311, 0.846303, 0.840221
2023-06-23T14:18+00:00,9c115d8e255fa177b9b4bac7228783fd562659ef,launchPerformance,0.875507, 0.850981, 0.847021, 0.872257, 0.851806
2023-06-23T14:18+00:00,9c115d8e255fa177b9b4bac7228783fd562659ef,loginPerformance,77.017233, 77.216787, 77.173004, 76.620689, 77.079378
2023-06-23T15:17+00:00,9c115d8e255fa177b9b4bac7228783fd562659ef,launchPerformance,0.882262, 0.855054, 0.847851, 0.883046, 0.867479
2023-06-23T15:17+00:00,9c115d8e255fa177b9b4bac7228783fd562659ef,loginPerformance,77.091925, 77.322889, 77.193758, 77.270064, 76.572412
2023-06-23T16:19+00:00,1f99e9af8dafbf9d418dc0b976c8d83cca7a2146,launchPerformance,0.851441, 0.854052, 0.870128, 0.851498, 0.865982
2023-06-23T16:19+00:00,1f99e9af8dafbf9d418dc0b976c8d83cca7a2146,loginPerformance,80.154813, 77.730424, 76.519596, 79.171553, 79.217590
2023-06-23T17:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.843108, 0.836273, 0.854270, 0.850983, 0.834604
2023-06-23T17:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,78.537788, 79.141585, 76.521612, 76.657961, 76.823179
2023-06-23T18:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.838037, 0.852394, 0.846432, 0.838946, 0.827600
2023-06-23T18:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,77.155696, 77.238238, 77.138253, 76.611499, 77.145463
2023-06-23T19:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.837993, 0.824817, 0.848985, 0.837341, 0.829025
2023-06-23T19:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,77.101891, 77.006037, 77.057025, 77.163717, 77.069878
2023-06-23T20:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.849464, 0.854855, 0.827940, 0.845197, 0.822705
2023-06-23T20:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,77.277594, 77.129164, 77.316240, 77.059941, 77.222022
2023-06-23T21:17+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.926669, 0.837746, 0.839994, 0.832684, 0.873125
2023-06-23T21:17+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,77.254936, 76.667529, 77.212441, 77.114421, 77.200041
2023-06-23T22:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.837268, 0.821968, 0.847113, 0.835646, 0.859716
2023-06-23T22:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,77.171210, 78.599484, 78.812098, 76.534232, 77.111692
2023-06-23T23:17+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.856044, 0.861191, 0.850523, 0.843700, 0.831895
2023-06-23T23:17+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,77.026272, 77.141983, 95.885064, 76.950838, 77.136378
2023-06-24T00:35+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.931048, 0.925803, 0.887595, 0.856544, 0.909059
2023-06-24T00:35+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,76.788112, 77.319286, 77.113114, 77.050632, 76.886369
2023-06-24T01:46+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.902759, 0.935840, 0.901363, 0.888135, 0.919778
2023-06-24T01:46+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,76.777774, 76.995766, 77.029251, 77.262618, 76.955767
2023-06-24T02:45+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.892485, 0.922502, 0.845618, 0.839719, 0.845178
2023-06-24T02:45+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,76.812334, 76.986628, 76.440873, 77.128890, 76.945749
2023-06-24T03:28+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.884620, 0.892491, 0.836411, 0.858014, 0.864800
2023-06-24T03:28+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,77.116813, 77.053881, 79.729987, 77.695900, 76.788736
2023-06-24T04:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.895855, 0.918211, 0.838546, 0.867375, 0.834596
2023-06-24T04:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,77.002739, 77.001707, 76.864800, 77.064535, 77.103050
2023-06-24T05:17+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.886024, 0.910543, 0.888413, 0.857865, 0.857451
2023-06-24T05:17+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,77.034176, 76.762502, 76.576449, 77.082943, 76.630911
2023-06-24T06:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.922899, 0.899677, 0.838608, 0.845144, 0.860128
2023-06-24T06:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,76.929318, 77.073799, 77.026723, 77.912767, 76.872692
2023-06-24T07:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.929410, 0.884957, 0.849417, 0.857330, 0.830189
2023-06-24T07:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,77.045112, 77.043149, 77.082134, 77.103159, 76.626556
2023-06-24T08:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.948385, 0.901566, 0.848334, 0.850726, 0.862047
2023-06-24T08:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,76.935131, 76.524015, 77.114113, 79.490613, 78.274792
2023-06-24T09:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.935483, 0.882529, 0.848884, 0.855812, 0.863701
2023-06-24T09:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,77.039886, 76.875048, 76.834337, 77.093143, 76.935157
2023-06-24T10:17+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.896409, 0.912409, 0.854791, 0.840342, 0.831197
2023-06-24T10:17+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,76.239267, 76.958569, 77.142603, 77.007512, 76.476240
2023-06-24T11:17+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.971292, 0.958361, 0.969564, 0.912613, 0.929260
2023-06-24T11:17+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,76.818950, 76.887756, 77.037977, 77.071969, 76.443803
2023-06-24T12:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.870496, 0.917052, 0.834091, 0.833105, 0.833836
2023-06-24T12:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,76.871163, 77.047338, 77.122721, 77.131445, 77.024698
2023-06-24T13:19+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.892380, 0.914360, 0.850101, 0.848073, 0.841976
2023-06-24T14:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.871059, 0.884647, 0.845692, 0.848018, 0.857456
2023-06-24T14:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,76.854454, 78.468564, 79.927027, 76.543690, 78.100835
2023-06-24T15:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.956162, 0.887207, 0.907037, 0.914829, 0.878192
2023-06-24T15:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,76.825021, 76.868999, 77.245372, 77.179835, 76.858255
2023-06-24T16:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.926159, 0.869649, 0.835715, 0.831772, 0.828279
2023-06-24T16:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,77.009743, 76.455588, 77.010302, 78.058788, 76.833801
2023-06-24T17:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,launchPerformance,0.917452, 0.918014, 0.833573, 0.843100, 0.844130
2023-06-24T17:18+00:00,aa30fe29e91618723c8b0592fd1830f93e536d89,loginPerformance,76.456029, 76.419893, 76.372328, 77.047889, 76.447837
2023-06-24T18:18+00:00,a7aae1bbc47a7bce61a11f5874d9f897848d4674,launchPerformance,0.867811, 0.892721, 0.837572, 0.837469, 0.830145
2023-06-24T18:18+00:00,a7aae1bbc47a7bce61a11f5874d9f897848d4674,loginPerformance,76.940425, 76.856650, 77.035498, 76.549326, 76.915623
2023-06-24T19:18+00:00,a7aae1bbc47a7bce61a11f5874d9f897848d4674,launchPerformance,0.928932, 0.866109, 0.858607, 0.834096, 0.871186
2023-06-24T19:18+00:00,a7aae1bbc47a7bce61a11f5874d9f897848d4674,loginPerformance,76.521057, 77.170928, 79.699673, 76.473025, 76.477239
2023-06-24T20:18+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,launchPerformance,0.879666, 0.847655, 0.894919, 0.842428, 0.879057
2023-06-24T20:18+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,loginPerformance,77.378881, 77.383362, 77.175891, 77.099573, 78.184358
2023-06-24T21:18+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,launchPerformance,0.892537, 0.871618, 0.844816, 0.854478, 0.835769
2023-06-24T21:18+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,loginPerformance,76.369115, 77.186003, 76.977691, 76.446178, 76.383141
2023-06-24T22:18+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,launchPerformance,0.912697, 0.899809, 0.832060, 0.850075, 0.837669
2023-06-24T22:18+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,loginPerformance,77.135566, 76.840623, 77.187397, 77.164806, 76.556529
2023-06-24T23:18+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,launchPerformance,0.884284, 0.907900, 0.840283, 0.857546, 0.847785
2023-06-24T23:18+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,loginPerformance,76.312247, 76.991162, 76.644029, 77.085958, 76.539248
2023-06-25T00:38+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,launchPerformance,0.948254, 0.880918, 0.851066, 0.839282, 0.830526
2023-06-25T00:38+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,loginPerformance,76.687724, 77.090805, 77.227544, 77.816513, 76.964515
2023-06-25T01:49+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,launchPerformance,0.949980, 0.908464, 0.827426, 0.845275, 0.835142
2023-06-25T01:49+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,loginPerformance,76.707238, 77.323466, 77.211735, 77.155899, 77.002273
2023-06-25T02:50+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,launchPerformance,0.960083, 0.922063, 0.889846, 0.844548, 0.841735
2023-06-25T02:50+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,loginPerformance,76.633417, 76.938329, 76.997009, 77.196201, 77.321239
2023-06-25T03:33+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,launchPerformance,0.943067, 0.906845, 0.826468, 0.862543, 0.863763
2023-06-25T03:33+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,loginPerformance,77.098332, 77.175852, 76.721018, 77.202586, 77.213421
2023-06-25T04:18+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,launchPerformance,0.940441, 0.901698, 0.911018, 0.897424, 0.853167
2023-06-25T04:18+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,loginPerformance,76.915171, 78.208269, 77.220177, 76.494917, 77.115964
2023-06-25T05:18+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,launchPerformance,0.947654, 0.868797, 0.843758, 0.843276, 0.854394
2023-06-25T05:18+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,loginPerformance,76.395691, 77.164673, 77.117228, 78.324145, 78.790416
2023-06-25T06:18+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,launchPerformance,0.939651, 0.904260, 0.849580, 0.841971, 0.825389
2023-06-25T06:18+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,loginPerformance,76.384511, 77.043501, 76.998481, 77.208177, 77.008064
2023-06-25T07:18+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,launchPerformance,0.936339, 0.901919, 0.833109, 0.854581, 0.842464
2023-06-25T07:18+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,loginPerformance,76.992784, 76.207223, 77.147490, 77.076178, 77.103960
2023-06-25T08:18+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,launchPerformance,0.884777, 0.887459, 0.852215, 0.862645, 0.857078
2023-06-25T08:18+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,loginPerformance,77.372823, 77.123009, 77.183597, 77.279722, 76.726883
2023-06-25T09:18+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,launchPerformance,0.933261, 0.941357, 0.832761, 0.860247, 0.841469
2023-06-25T09:18+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,loginPerformance,80.539426, 76.641467, 77.267649, 77.349324, 79.143845
2023-06-25T10:18+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,launchPerformance,0.877508, 0.884618, 0.842748, 0.846392, 0.830348
2023-06-25T10:18+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,loginPerformance,76.574520, 77.143146, 77.077319, 77.228017, 79.262534
2023-06-25T11:17+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,launchPerformance,1.030218, 0.964128, 0.962898, 0.982788, 0.931475
2023-06-25T11:17+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,loginPerformance,77.195987, 76.924374, 77.360079, 77.072412, 76.645453
2023-06-25T12:19+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,launchPerformance,0.931956, 0.920471, 0.837019, 0.824427, 0.831527
2023-06-25T12:19+00:00,41772b57eb0c284ec1b749578ee447da27a2b25f,loginPerformance,77.093828, 77.036961, 77.173102, 77.160883, 77.228325
2023-06-25T13:22+00:00,13decc668a4018dadbf71d599d8390a85353f33d,launchPerformance,0.894999, 0.846771, 0.841673, 0.841476, 0.841606
2023-06-25T13:22+00:00,13decc668a4018dadbf71d599d8390a85353f33d,loginPerformance,77.052497, 76.635995, 77.214760, 77.180624, 77.104698
2023-06-25T14:17+00:00,13decc668a4018dadbf71d599d8390a85353f33d,launchPerformance,0.921711, 0.885123, 0.835911, 0.833531, 0.813162
2023-06-25T14:17+00:00,13decc668a4018dadbf71d599d8390a85353f33d,loginPerformance,76.900112, 77.235567, 77.178678, 76.880967, 77.183453
2023-06-25T15:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,launchPerformance,0.939191, 0.872423, 0.856259, 0.838983, 0.854754
2023-06-25T15:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,loginPerformance,76.425395, 76.701362, 77.072380, 77.136590, 77.023787
2023-06-25T16:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,launchPerformance,0.879147, 0.890565, 0.827167, 0.839759, 0.867224
2023-06-25T16:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,loginPerformance,80.812061, 76.636700, 81.651801, 77.217621, 77.182223
2023-06-25T17:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,launchPerformance,0.885677, 0.901182, 0.929749, 0.923279, 0.894437
2023-06-25T17:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,loginPerformance,77.024394, 77.304078, 77.110564, 77.015981, 77.019069
2023-06-25T18:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,launchPerformance,0.954913, 0.880392, 0.859248, 0.824529, 0.846048
2023-06-25T18:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,loginPerformance,76.495225, 77.112989, 77.182848, 77.175334, 76.532863
2023-06-25T19:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,launchPerformance,0.951729, 0.898298, 0.874973, 0.850011, 0.840391
2023-06-25T19:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,loginPerformance,77.140158, 76.906639, 77.048678, 77.291429, 77.017275
2023-06-25T20:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,launchPerformance,0.944362, 0.874964, 0.870784, 0.877758, 0.861992
2023-06-25T20:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,loginPerformance,77.111563, 76.547157, 77.212027, 77.189362, 78.292305
2023-06-25T21:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,launchPerformance,0.954244, 0.916447, 0.845185, 0.835806, 0.839231
2023-06-25T21:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,loginPerformance,79.012131, 77.092858, 77.131824, 76.654728, 77.226228
2023-06-25T22:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,launchPerformance,0.961769, 0.911884, 0.853544, 0.868386, 0.889514
2023-06-25T22:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,loginPerformance,77.116113, 78.084373, 77.214094, 77.266812, 76.655818
2023-06-25T23:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,launchPerformance,0.952758, 0.906974, 0.837380, 0.840977, 0.879479
2023-06-25T23:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,loginPerformance,77.180639, 77.265057, 77.092339, 76.615248, 77.110545
2023-06-26T00:35+00:00,13decc668a4018dadbf71d599d8390a85353f33d,launchPerformance,0.945232, 0.873719, 0.825872, 0.858587, 0.856388
2023-06-26T00:35+00:00,13decc668a4018dadbf71d599d8390a85353f33d,loginPerformance,77.014951, 81.261484, 77.268610, 80.239954, 76.973957
2023-06-26T01:49+00:00,13decc668a4018dadbf71d599d8390a85353f33d,launchPerformance,0.873907, 0.918355, 0.882052, 0.845034, 0.857658
2023-06-26T01:49+00:00,13decc668a4018dadbf71d599d8390a85353f33d,loginPerformance,76.928764, 77.105078, 77.075567, 76.962541, 77.218595
2023-06-26T02:47+00:00,13decc668a4018dadbf71d599d8390a85353f33d,launchPerformance,0.979080, 0.874778, 0.864552, 0.877472, 0.837492
2023-06-26T02:47+00:00,13decc668a4018dadbf71d599d8390a85353f33d,loginPerformance,78.643218, 77.639566, 77.099371, 77.187111, 77.017706
2023-06-26T03:31+00:00,13decc668a4018dadbf71d599d8390a85353f33d,launchPerformance,0.981116, 0.897137, 0.883483, 0.846834, 0.850315
2023-06-26T03:31+00:00,13decc668a4018dadbf71d599d8390a85353f33d,loginPerformance,76.606179, 76.554814, 77.014685, 77.116527, 77.059992
2023-06-26T04:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,launchPerformance,0.885498, 0.936080, 0.850858, 0.865021, 0.842837
2023-06-26T04:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,loginPerformance,76.926127, 77.133545, 77.150536, 77.290318, 77.257635
2023-06-26T05:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,launchPerformance,0.886194, 0.907783, 0.855158, 0.835522, 0.852504
2023-06-26T05:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,loginPerformance,80.142445, 77.104893, 77.048448, 77.194399, 77.071721
2023-06-26T06:19+00:00,13decc668a4018dadbf71d599d8390a85353f33d,launchPerformance,1.000998, 0.902899, 0.975919, 0.954354, 0.899090
2023-06-26T06:19+00:00,13decc668a4018dadbf71d599d8390a85353f33d,loginPerformance,77.064693, 77.110088, 77.235645, 77.235725, 77.108174
2023-06-26T07:24+00:00,13decc668a4018dadbf71d599d8390a85353f33d,launchPerformance,0.941183, 0.885495, 0.872920, 0.838730, 0.847045
2023-06-26T07:24+00:00,13decc668a4018dadbf71d599d8390a85353f33d,loginPerformance,77.419313, 80.339657, 76.594994, 77.313159, 76.510368
2023-06-26T09:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,launchPerformance,0.972891, 0.901499, 0.857445, 0.876467, 0.846071
2023-06-26T09:18+00:00,13decc668a4018dadbf71d599d8390a85353f33d,loginPerformance,78.104199, 77.151871, 76.966818, 77.639273, 76.562759
2023-06-26T10:19+00:00,eb691b0a51b1728bb5b7128b2a1e1c776afa3787,launchPerformance,0.913213, 0.855027, 0.867689, 0.862627, 0.849012
2023-06-26T10:19+00:00,eb691b0a51b1728bb5b7128b2a1e1c776afa3787,loginPerformance,77.014327, 77.137841, 76.432392, 77.273632, 76.395932
2023-06-26T11:18+00:00,3d3fd5dc66f15661d92289d69c6db5895f42b74e,launchPerformance,0.973430, 0.989732, 0.963550, 0.929705, 0.840151
2023-06-26T11:18+00:00,3d3fd5dc66f15661d92289d69c6db5895f42b74e,loginPerformance,77.071943, 77.197549, 76.795188, 77.212876, 76.453220
2023-06-26T12:20+00:00,3d3fd5dc66f15661d92289d69c6db5895f42b74e,launchPerformance,0.977680, 0.938278, 0.895179, 0.848794, 0.836857
2023-06-26T12:20+00:00,3d3fd5dc66f15661d92289d69c6db5895f42b74e,loginPerformance,77.259118, 77.074599, 78.376094, 77.187729, 77.137766
2023-06-26T13:23+00:00,3d3fd5dc66f15661d92289d69c6db5895f42b74e,launchPerformance,0.995115, 0.912387, 0.859509, 0.838964, 0.857351
2023-06-26T13:23+00:00,3d3fd5dc66f15661d92289d69c6db5895f42b74e,loginPerformance,77.260700, 78.629292, 81.348363, 76.622061, 77.153489
2023-06-26T14:21+00:00,ad1b4a761ab96b0ff2ebe8ace76ddb12b30f93a6,launchPerformance,0.905088, 0.867202, 0.843286, 0.833991, 0.834224
2023-06-26T14:21+00:00,ad1b4a761ab96b0ff2ebe8ace76ddb12b30f93a6,loginPerformance,77.088250, 76.996695, 82.763751, 77.319906, 77.033533
2023-06-26T15:18+00:00,ad1b4a761ab96b0ff2ebe8ace76ddb12b30f93a6,launchPerformance,0.876584, 0.863219, 0.865580, 0.871605, 0.856782
2023-06-26T15:18+00:00,ad1b4a761ab96b0ff2ebe8ace76ddb12b30f93a6,loginPerformance,77.225651, 77.078549, 76.478281, 76.905959, 76.590111
2023-06-26T16:18+00:00,ad1b4a761ab96b0ff2ebe8ace76ddb12b30f93a6,launchPerformance,0.901239, 0.904570, 0.839418, 0.839612, 0.849807
2023-06-26T16:18+00:00,ad1b4a761ab96b0ff2ebe8ace76ddb12b30f93a6,loginPerformance,77.639528, 76.691398, 77.148276, 77.285822, 77.004321
2023-06-26T17:18+00:00,7d3dcee5a37cb0308a922ed64ea6383b51a1ebc4,launchPerformance,0.873181, 0.842232, 0.848105, 0.874477, 0.868562
2023-06-26T17:18+00:00,7d3dcee5a37cb0308a922ed64ea6383b51a1ebc4,loginPerformance,78.152804, 77.050005, 76.814376, 76.856316, 77.224399
